N,P,K,Temperature,Humidity,Ph,Rain,Crop
50.85,67.34,56.07,23.78,16.82,6.94,65.63,Black Gram (Urd Beans)(Whole)
15.5,146.22,202.84,30.93,83.39,6.16,67.08,Grapes
17.27,55.45,22.24,33.16,80.81,7.48,61.33,Green Gram (Moong)(Whole)
29.0,52.37,16.97,31.61,66.38,6.51,76.71,Green Gram (Moong)(Whole)
67.48,49.75,40.07,26.48,81.2,7.18,299.5,Rice
67.54,47.18,44.54,24.19,85.19,7.34,258.22,Rice
79.25,41.49,40.41,24.93,80.13,6.22,293.11,Rice
94.62,43.82,31.6,22.03,69.82,5.67,97.84,Apple
13.37,15.05,38.9,21.99,93.09,6.05,103.39,Pomegranate
21.27,148.49,182.11,28.77,75.9,6.25,66.06,Grapes
31.11,57.8,24.79,26.56,49.41,5.9,99.45,Mango
11.22,65.94,22.25,27.04,64.03,6.41,92.14,Arhar (Tur/Red Gram)(Whole)
6.02,29.73,36.88,17.41,94.91,6.13,112.86,Pomegranate
83.64,43.14,33.48,20.55,52.92,6.02,72.17,Apple
89.48,63.07,35.65,24.56,66.18,6.08,87.55,Bhindi(Ladies Finger)
27.8,131.16,195.98,29.24,79.96,6.16,65.13,Grapes
41.58,61.91,16.95,29.11,43.93,6.26,128.23,Arhar (Tur/Red Gram)(Whole)
89.15,71.84,48.04,28.99,78.46,6.14,119.21,Banana
14.42,25.27,37.37,15.06,89.85,6.41,104.35,Pomegranate
80.49,37.73,32.08,22.51,67.97,6.47,84.33,Apple
91.99,42.2,35.04,20.89,66.96,6.93,87.52,Apple
28.93,74.74,36.6,23.17,26.15,6.23,86.69,Arhar (Tur/Red Gram)(Whole)
7.72,24.33,33.25,24.66,86.43,5.62,114.69,Pomegranate
14.85,56.4,18.38,29.55,83.53,6.85,43.56,Green Gram (Moong)(Whole)
23.69,64.1,17.97,26.06,64.03,6.0,108.33,Arhar (Tur/Red Gram)(Whole)
24.86,50.17,16.17,26.34,60.11,6.91,69.88,Green Gram (Moong)(Whole)
13.95,23.16,32.52,22.52,92.24,6.16,107.35,Pomegranate
15.05,67.51,26.16,20.84,31.45,5.61,125.27,Arhar (Tur/Red Gram)(Whole)
43.59,68.62,78.68,23.38,45.94,7.05,63.78,Black Gram (Urd Beans)(Whole)
95.74,78.7,47.19,20.19,77.13,7.22,173.94,Banana
84.95,56.64,37.21,24.13,76.82,7.16,89.77,Bhindi(Ladies Finger)
20.09,53.43,23.14,31.11,60.72,7.02,64.96,Green Gram (Moong)(Whole)
75.5,49.36,42.78,25.42,87.16,6.14,274.65,Rice
63.62,49.91,42.94,26.65,82.13,7.4,216.44,Rice
90.1,87.39,46.62,26.41,85.0,6.01,204.43,Banana
36.23,20.14,21.69,34.71,45.32,4.65,85.35,Mango
78.67,59.06,35.51,24.46,63.56,6.92,98.98,Apple
24.78,129.38,183.38,30.94,75.16,6.29,73.47,Grapes
10.07,17.25,36.57,20.42,87.98,6.24,119.55,Pomegranate
11.23,138.95,194.14,31.3,78.26,6.38,61.5,Grapes
20.97,64.18,32.54,25.01,44.83,7.34,120.61,Black Gram (Urd Beans)(Whole)
101.58,71.14,47.69,22.45,77.02,6.73,135.0,Banana
80.85,32.96,24.23,20.44,53.51,5.9,91.53,Apple
31.03,25.98,24.43,32.72,48.74,6.08,82.25,Mango
27.38,69.12,16.64,19.42,29.12,5.95,117.31,Arhar (Tur/Red Gram)(Whole)
32.51,33.28,24.75,31.0,58.34,4.53,100.0,Mango
24.39,71.38,62.2,27.86,67.26,6.8,119.1,Black Gram (Urd Beans)(Whole)
5.87,26.55,38.73,15.23,88.97,6.03,115.88,Pomegranate
21.18,142.12,208.73,28.48,75.77,6.07,60.29,Grapes
87.72,52.99,52.52,28.48,68.89,7.44,101.88,Bhindi(Ladies Finger)
48.22,61.59,79.87,16.06,32.84,6.68,60.65,Black Gram (Urd Beans)(Whole)
11.08,29.97,36.38,21.79,89.29,5.98,115.48,Pomegranate
3.51,26.57,39.32,16.03,88.54,6.15,103.57,Pomegranate
27.39,120.72,209.14,30.2,80.8,6.06,63.4,Grapes
83.33,54.5,22.12,20.7,50.2,6.41,68.36,Apple
40.3,63.2,20.44,27.28,33.56,7.14,83.54,Black Gram (Urd Beans)(Whole)
27.06,132.36,209.07,29.7,76.6,6.27,60.1,Grapes
90.95,63.84,53.88,23.14,65.23,6.04,109.97,Bhindi(Ladies Finger)
69.67,49.71,44.98,23.58,89.34,6.47,239.68,Rice
87.45,49.75,32.15,20.83,57.6,5.83,63.76,Apple
22.54,28.36,24.57,30.01,58.23,5.45,94.43,Mango
88.05,48.34,31.27,22.34,58.91,6.96,96.7,Apple
36.89,50.62,19.37,25.4,79.28,6.7,48.64,Green Gram (Moong)(Whole)
14.38,148.4,194.41,30.86,79.05,6.15,79.93,Grapes
72.98,31.12,20.4,20.17,51.1,6.42,81.83,Apple
4.04,22.61,36.12,17.64,85.34,6.28,115.9,Pomegranate
73.02,51.27,50.57,26.35,70.35,7.42,91.94,Bhindi(Ladies Finger)
14.83,29.36,37.77,16.38,88.99,5.89,111.32,Pomegranate
76.18,38.91,44.93,23.49,86.98,6.71,297.81,Rice
85.34,51.09,41.98,26.86,75.89,6.85,94.73,Bhindi(Ladies Finger)
35.53,66.15,20.89,18.96,38.82,6.44,112.39,Arhar (Tur/Red Gram)(Whole)
96.29,66.88,49.67,22.26,76.02,5.83,96.84,Banana
88.47,48.97,54.96,29.08,70.89,7.42,109.96,Bhindi(Ladies Finger)
38.5,55.51,24.88,26.42,84.9,6.92,50.53,Green Gram (Moong)(Whole)
29.85,74.38,38.93,27.58,19.42,6.42,109.6,Arhar (Tur/Red Gram)(Whole)
82.15,40.93,39.9,24.73,60.83,5.56,77.1,Apple
13.88,58.81,20.48,26.21,81.89,7.46,79.84,Green Gram (Moong)(Whole)
28.23,123.8,209.27,30.28,82.56,6.12,77.94,Grapes
41.91,65.01,28.12,27.66,53.92,6.08,101.36,Arhar (Tur/Red Gram)(Whole)
18.7,44.55,32.2,29.54,56.84,6.24,88.62,Mango
87.62,94.98,47.77,29.17,83.89,6.42,191.36,Banana
100.62,81.75,47.3,23.33,76.45,7.47,176.15,Banana
10.07,26.97,31.93,15.54,90.54,6.18,108.68,Pomegranate
76.37,55.9,34.15,24.93,60.56,5.63,76.8,Apple
7.67,55.7,33.27,30.06,59.98,5.31,84.16,Mango
26.64,35.03,32.27,29.05,45.33,6.1,81.37,Mango
60.26,38.46,42.22,24.34,86.83,7.17,210.66,Rice
73.06,30.11,26.46,22.7,60.91,6.25,84.94,Apple
39.23,54.42,17.2,32.5,74.32,6.87,41.17,Green Gram (Moong)(Whole)
75.86,36.95,34.91,21.81,61.6,5.89,78.39,Apple
85.16,93.14,46.78,27.35,82.15,7.33,188.59,Banana
25.13,62.16,31.34,17.38,57.94,5.72,119.98,Arhar (Tur/Red Gram)(Whole)
9.42,25.66,30.13,23.28,86.36,6.47,103.72,Pomegranate
64.37,39.47,43.0,26.18,81.44,6.68,255.33,Rice
98.45,65.38,43.69,20.43,77.13,5.58,159.68,Banana
39.56,69.66,31.27,25.54,21.08,5.97,124.1,Arhar (Tur/Red Gram)(Whole)
97.84,75.65,49.83,25.72,80.83,6.05,170.13,Banana
32.42,78.87,22.98,25.83,56.1,6.62,81.54,Black Gram (Urd Beans)(Whole)
77.32,53.65,47.94,23.25,72.83,6.85,94.22,Bhindi(Ladies Finger)
27.69,52.3,21.76,33.27,74.02,6.79,57.78,Green Gram (Moong)(Whole)
83.57,55.45,25.25,20.94,69.0,6.33,92.88,Apple
65.64,44.45,40.79,26.43,88.68,7.15,253.68,Rice
10.69,73.22,26.37,21.48,42.98,6.02,110.22,Arhar (Tur/Red Gram)(Whole)
38.91,23.65,21.68,29.64,49.95,5.42,92.32,Mango
27.09,67.76,25.52,18.72,28.66,5.66,94.2,Arhar (Tur/Red Gram)(Whole)
23.5,60.49,52.34,27.03,33.88,7.4,74.15,Black Gram (Urd Beans)(Whole)
14.08,26.14,39.89,20.53,87.55,5.95,103.6,Pomegranate
18.15,45.25,25.61,34.46,58.93,4.92,98.64,Mango
17.19,63.04,24.01,16.54,49.82,5.69,98.74,Arhar (Tur/Red Gram)(Whole)
14.52,139.66,182.42,30.11,75.81,6.39,79.76,Grapes
84.53,54.01,20.27,23.64,53.29,5.74,95.89,Apple
87.81,59.65,44.04,27.24,79.28,5.76,124.74,Banana
29.64,51.85,16.76,26.96,64.86,7.17,67.04,Green Gram (Moong)(Whole)
94.25,59.61,48.02,29.21,80.35,7.11,229.57,Banana
27.55,54.39,24.1,27.44,72.01,6.88,54.91,Green Gram (Moong)(Whole)
27.28,77.75,45.16,20.83,16.8,6.84,88.59,Black Gram (Urd Beans)(Whole)
7.51,25.4,38.35,16.62,94.34,6.43,105.95,Pomegranate
78.82,30.15,32.54,21.1,66.01,6.49,72.86,Apple
90.4,31.8,34.39,23.04,58.66,6.02,80.24,Apple
25.76,62.32,15.51,26.59,30.23,6.45,130.04,Arhar (Tur/Red Gram)(Whole)
98.66,34.43,39.16,22.04,65.89,6.74,69.97,Apple
28.91,134.1,208.91,31.01,82.27,6.11,77.74,Grapes
25.61,129.84,193.04,28.24,84.8,6.49,75.64,Grapes
22.73,43.72,22.76,29.22,49.93,5.78,99.39,Mango
79.35,52.52,40.65,25.07,81.74,6.7,278.26,Rice
13.09,142.85,198.75,30.81,76.37,6.05,77.28,Grapes
69.54,40.67,44.01,21.68,84.51,6.92,269.08,Rice
69.48,44.21,44.47,26.76,89.94,6.01,228.92,Rice
17.44,125.04,197.57,30.54,83.26,6.02,60.78,Grapes
37.02,63.49,71.64,15.67,24.3,6.66,137.04,Black Gram (Urd Beans)(Whole)
21.27,59.03,21.0,33.46,62.41,6.65,54.84,Green Gram (Moong)(Whole)
96.03,39.57,37.74,21.15,63.33,6.16,93.66,Apple
75.18,36.02,33.32,23.06,51.26,6.38,63.78,Apple
95.4,93.95,44.88,27.07,77.3,7.37,168.82,Banana
52.64,60.79,52.56,15.31,37.6,7.4,107.52,Black Gram (Urd Beans)(Whole)
2.31,23.64,31.96,29.23,53.05,5.16,97.03,Mango
18.0,63.98,22.03,23.38,36.92,6.04,115.96,Arhar (Tur/Red Gram)(Whole)
64.24,49.85,42.15,22.88,83.02,6.17,284.1,Rice
31.04,70.27,43.48,23.99,40.34,6.76,61.17,Black Gram (Urd Beans)(Whole)
101.34,77.15,41.6,27.38,75.59,7.21,150.12,Banana
22.45,60.31,30.55,16.82,53.75,6.16,120.65,Arhar (Tur/Red Gram)(Whole)
75.32,35.18,40.02,21.76,85.56,6.5,229.51,Rice
71.85,49.5,25.34,22.73,52.77,6.43,87.4,Apple
15.44,63.92,31.95,27.14,49.67,5.91,131.07,Arhar (Tur/Red Gram)(Whole)
29.64,120.55,182.96,31.44,77.8,6.05,60.03,Grapes
27.98,22.76,32.54,28.41,50.72,5.75,97.58,Mango
29.86,139.19,188.31,30.94,75.78,6.1,65.45,Grapes
83.21,61.74,44.96,26.46,78.79,7.18,93.51,Bhindi(Ladies Finger)
89.9,58.3,39.74,24.73,78.62,6.97,81.37,Bhindi(Ladies Finger)
20.44,50.51,24.93,31.64,64.36,7.28,44.18,Green Gram (Moong)(Whole)
32.71,68.95,17.79,22.39,64.8,6.13,107.65,Arhar (Tur/Red Gram)(Whole)
25.3,140.81,190.42,30.26,80.55,6.1,78.85,Grapes
14.33,74.17,21.03,24.97,15.11,5.71,139.36,Arhar (Tur/Red Gram)(Whole)
93.59,53.91,23.97,24.27,50.48,6.98,91.5,Apple
13.29,19.03,39.65,16.58,85.9,5.68,100.13,Pomegranate
77.93,52.25,41.76,22.52,82.71,6.08,266.55,Rice
3.86,29.83,36.02,23.82,94.46,5.84,106.19,Pomegranate
21.52,142.16,203.88,28.48,81.24,6.29,65.65,Grapes
38.99,30.62,27.27,29.49,47.8,4.97,91.49,Mango
25.34,59.48,29.57,27.95,56.27,6.0,90.75,Mango
34.53,76.55,47.58,27.84,21.76,7.4,76.63,Black Gram (Urd Beans)(Whole)
24.44,64.97,37.48,27.91,41.74,7.19,137.92,Black Gram (Urd Beans)(Whole)
38.73,64.5,54.51,27.29,44.05,7.29,128.67,Black Gram (Urd Beans)(Whole)
39.23,53.81,24.03,26.0,77.84,7.14,63.06,Green Gram (Moong)(Whole)
32.99,52.01,15.84,34.1,83.88,6.77,67.02,Green Gram (Moong)(Whole)
41.72,60.79,31.96,17.17,50.75,6.26,110.11,Arhar (Tur/Red Gram)(Whole)
98.96,38.02,37.14,23.05,59.37,6.56,84.97,Apple
13.25,21.12,37.68,24.68,85.44,5.85,107.49,Pomegranate
20.07,121.29,205.63,29.61,83.92,6.49,74.45,Grapes
94.59,72.63,43.05,21.3,83.1,6.13,169.35,Banana
32.21,58.61,19.34,34.33,78.55,7.45,69.82,Green Gram (Moong)(Whole)
93.48,65.68,41.74,21.76,83.94,6.14,204.84,Banana
79.32,50.55,51.27,26.31,72.85,6.63,84.47,Bhindi(Ladies Finger)
10.99,132.35,209.78,29.84,81.71,6.39,76.74,Grapes
90.65,45.75,40.32,29.34,75.63,7.23,93.35,Bhindi(Ladies Finger)
71.39,47.05,32.83,22.62,56.69,5.51,71.0,Apple
102.36,79.11,45.93,29.95,76.17,7.39,199.76,Banana
64.48,42.5,41.41,20.22,81.67,6.51,240.5,Rice
31.53,72.69,38.72,25.11,59.4,6.22,98.62,Arhar (Tur/Red Gram)(Whole)
92.36,55.17,38.14,27.42,74.73,7.45,105.11,Bhindi(Ladies Finger)
98.51,67.93,47.81,23.15,83.36,6.8,194.68,Banana
13.0,17.74,34.23,24.82,94.11,5.83,111.7,Pomegranate
70.86,52.57,42.98,25.36,83.95,7.08,235.01,Rice
96.92,41.96,38.86,22.61,51.5,6.06,83.01,Apple
15.0,72.42,16.34,22.75,41.72,5.67,129.64,Arhar (Tur/Red Gram)(Whole)
69.63,50.38,42.51,25.51,87.53,6.73,291.35,Rice
91.06,85.86,47.58,20.57,78.12,5.57,221.79,Banana
18.7,46.87,26.39,34.98,50.15,5.06,93.94,Mango
43.73,66.73,45.23,23.12,31.96,7.12,116.34,Black Gram (Urd Beans)(Whole)
42.14,74.62,17.19,24.8,32.64,6.45,92.45,Arhar (Tur/Red Gram)(Whole)
25.68,68.52,18.95,15.78,45.65,6.03,120.43,Arhar (Tur/Red Gram)(Whole)
101.03,91.6,41.4,27.37,78.53,7.19,181.0,Banana
4.77,23.57,32.44,15.6,88.54,5.64,100.86,Pomegranate
16.71,44.7,23.35,25.79,49.74,6.07,93.88,Mango
25.46,62.64,41.03,18.02,51.5,7.16,76.36,Black Gram (Urd Beans)(Whole)
17.08,41.95,26.28,28.34,58.09,4.63,85.84,Mango
27.36,51.58,22.13,27.59,83.76,7.17,46.82,Green Gram (Moong)(Whole)
26.07,64.58,15.73,18.53,30.56,6.38,121.39,Arhar (Tur/Red Gram)(Whole)
18.51,22.97,22.13,32.81,57.01,4.54,80.13,Mango
13.6,26.04,39.14,24.26,92.38,6.33,100.2,Pomegranate
5.17,40.84,25.93,28.18,51.78,5.26,97.37,Mango
19.97,139.78,201.76,31.36,83.53,6.3,73.85,Grapes
17.96,45.16,30.05,25.19,50.38,5.52,90.59,Mango
27.61,137.84,189.26,28.1,80.56,6.17,64.61,Grapes
21.68,42.94,27.01,30.92,51.84,5.91,81.32,Mango
86.59,61.38,50.15,28.97,70.9,6.18,93.09,Bhindi(Ladies Finger)
76.16,54.85,44.48,24.79,80.08,7.19,288.27,Rice
20.62,76.66,45.42,24.51,42.25,7.24,148.45,Black Gram (Urd Beans)(Whole)
40.82,66.06,23.36,15.68,63.49,6.14,83.81,Arhar (Tur/Red Gram)(Whole)
11.44,20.24,36.31,15.44,91.7,5.67,116.52,Pomegranate
25.12,51.62,22.53,26.0,83.55,7.24,49.59,Green Gram (Moong)(Whole)
76.94,59.09,27.97,22.7,53.62,6.77,73.66,Apple
37.8,58.72,16.97,28.86,83.61,6.69,59.02,Green Gram (Moong)(Whole)
28.38,53.62,18.12,27.82,77.68,6.6,74.4,Green Gram (Moong)(Whole)
10.5,24.26,38.12,18.22,86.64,6.25,103.95,Pomegranate
77.35,59.83,50.15,28.18,73.08,6.99,83.39,Bhindi(Ladies Finger)
13.7,47.76,34.86,34.09,48.46,6.33,94.48,Mango
67.97,42.48,44.03,26.76,83.63,7.12,214.43,Rice
68.57,53.07,42.95,23.11,83.81,6.68,233.82,Rice
20.95,121.05,203.39,28.17,75.69,6.47,69.33,Grapes
89.96,64.47,37.55,22.06,73.19,6.9,83.92,Bhindi(Ladies Finger)
97.19,79.4,44.26,22.27,84.95,6.91,228.89,Banana
104.56,93.69,48.02,22.98,78.95,6.69,224.92,Banana
33.1,66.66,38.77,24.1,54.7,7.17,109.28,Black Gram (Urd Beans)(Whole)
93.77,79.97,46.41,26.95,78.8,6.07,151.99,Banana
27.85,72.38,46.78,27.25,37.01,7.14,110.73,Black Gram (Urd Beans)(Whole)
20.34,58.91,22.68,32.87,83.78,6.85,45.29,Green Gram (Moong)(Whole)
16.29,50.01,22.86,29.0,68.49,7.28,59.86,Green Gram (Moong)(Whole)
75.45,49.08,54.06,22.37,68.02,6.77,93.92,Bhindi(Ladies Finger)
15.3,123.98,209.92,31.49,80.39,6.34,66.06,Grapes
37.23,58.4,30.8,34.45,57.36,5.86,85.56,Mango
83.38,52.58,44.82,24.93,71.56,6.44,98.97,Bhindi(Ladies Finger)
101.73,60.01,43.83,24.65,78.73,5.61,118.87,Banana
72.0,49.4,39.51,22.11,67.26,6.16,89.73,Bhindi(Ladies Finger)
92.49,49.86,39.72,27.42,65.68,6.48,91.04,Bhindi(Ladies Finger)
15.59,64.44,26.69,28.82,43.79,5.53,133.95,Arhar (Tur/Red Gram)(Whole)
76.7,52.84,29.27,23.93,64.08,6.88,73.26,Apple
99.86,46.23,22.86,24.11,62.77,5.66,74.62,Apple
33.95,62.26,33.12,26.34,50.17,6.28,101.84,Arhar (Tur/Red Gram)(Whole)
34.27,56.16,33.07,28.44,46.98,5.12,89.74,Mango
14.18,68.84,23.32,27.34,33.06,5.9,119.88,Arhar (Tur/Red Gram)(Whole)
10.43,55.69,20.0,25.27,62.25,7.19,57.36,Green Gram (Moong)(Whole)
73.44,53.01,43.41,25.43,83.28,6.32,224.91,Rice
98.16,70.16,42.22,23.65,76.2,7.41,208.12,Banana
87.35,72.85,42.63,29.18,81.64,7.19,181.88,Banana
74.08,39.87,43.12,26.82,87.77,6.29,229.35,Rice
8.69,26.77,30.6,25.27,54.17,5.17,82.35,Mango
14.55,27.81,36.99,22.31,87.53,6.14,108.92,Pomegranate
25.42,72.92,42.99,25.1,55.14,7.2,143.33,Black Gram (Urd Beans)(Whole)
5.71,23.1,34.95,18.04,86.31,5.85,100.33,Pomegranate
24.26,61.43,17.62,20.83,23.96,5.61,87.72,Arhar (Tur/Red Gram)(Whole)
39.11,60.34,47.49,27.71,55.71,6.75,98.61,Black Gram (Urd Beans)(Whole)
41.9,61.26,68.72,19.96,24.83,6.97,105.45,Black Gram (Urd Beans)(Whole)
15.15,62.2,39.35,25.31,51.61,6.35,114.52,Arhar (Tur/Red Gram)(Whole)
99.36,92.94,41.57,25.27,82.76,7.08,175.84,Banana
27.58,63.85,23.31,18.74,20.7,5.69,101.23,Arhar (Tur/Red Gram)(Whole)
14.47,139.03,184.86,31.76,76.48,6.05,69.23,Grapes
87.2,53.91,34.9,20.26,66.34,6.77,94.02,Apple
26.62,62.0,69.06,21.98,47.22,7.39,122.69,Black Gram (Urd Beans)(Whole)
67.0,46.63,44.45,23.69,86.43,6.01,290.73,Rice
24.52,51.95,15.74,30.71,61.55,7.11,51.57,Green Gram (Moong)(Whole)
33.03,59.37,23.29,31.54,71.69,6.55,42.99,Green Gram (Moong)(Whole)
81.06,56.75,42.45,29.9,65.6,7.4,103.13,Bhindi(Ladies Finger)
89.14,47.67,36.37,26.83,65.52,6.65,107.85,Bhindi(Ladies Finger)
12.4,26.01,38.11,18.38,86.61,6.23,119.95,Pomegranate
87.93,38.69,38.45,22.21,52.69,6.88,82.16,Apple
76.9,55.98,44.43,29.84,72.75,6.01,88.09,Bhindi(Ladies Finger)
11.28,15.65,34.83,19.96,87.5,5.63,100.12,Pomegranate
10.59,55.8,20.92,28.06,66.12,7.09,66.29,Green Gram (Moong)(Whole)
23.12,63.43,77.94,25.33,60.35,6.63,76.52,Black Gram (Urd Beans)(Whole)
79.99,34.71,32.33,22.79,58.0,6.01,79.69,Apple
69.22,38.04,44.08,25.12,85.8,7.13,216.54,Rice
36.53,54.54,23.0,28.15,67.66,7.31,54.39,Green Gram (Moong)(Whole)
11.9,15.34,31.84,19.5,90.78,5.82,117.4,Pomegranate
52.55,61.62,45.94,26.05,48.51,6.78,107.86,Black Gram (Urd Beans)(Whole)
49.64,64.1,77.16,23.77,38.6,7.16,81.29,Black Gram (Urd Beans)(Whole)
41.1,62.01,32.32,17.1,49.96,6.93,75.05,Black Gram (Urd Beans)(Whole)
42.39,70.94,16.39,15.2,21.59,6.23,133.87,Arhar (Tur/Red Gram)(Whole)
11.59,129.3,181.83,31.55,83.62,6.07,74.74,Grapes
17.83,73.72,20.74,23.08,51.13,6.3,123.16,Arhar (Tur/Red Gram)(Whole)
87.71,63.46,47.37,29.54,73.27,7.39,108.62,Bhindi(Ladies Finger)
35.88,57.18,17.63,29.51,70.56,7.44,70.39,Green Gram (Moong)(Whole)
56.39,66.53,64.33,23.52,62.88,6.76,87.93,Black Gram (Urd Beans)(Whole)
24.5,77.63,77.08,19.77,47.57,6.95,74.43,Black Gram (Urd Beans)(Whole)
8.05,25.16,31.19,24.09,94.2,6.39,118.32,Pomegranate
81.53,33.19,27.4,21.14,59.15,6.62,67.99,Apple
27.59,149.87,193.11,28.31,83.8,6.25,78.37,Grapes
22.07,145.69,201.3,30.29,83.01,6.38,75.78,Grapes
35.75,65.1,32.23,29.6,50.16,5.93,113.54,Arhar (Tur/Red Gram)(Whole)
74.5,57.67,34.28,23.4,51.98,6.75,64.0,Apple
71.17,59.21,38.06,28.85,71.44,6.92,92.69,Bhindi(Ladies Finger)
9.26,18.57,33.75,16.01,86.07,6.02,100.44,Pomegranate
12.73,70.45,33.9,18.05,27.53,6.09,95.42,Arhar (Tur/Red Gram)(Whole)
23.69,52.94,19.93,25.22,68.76,7.22,71.04,Green Gram (Moong)(Whole)
30.28,68.36,35.02,27.56,24.98,5.85,112.35,Arhar (Tur/Red Gram)(Whole)
12.27,137.17,193.99,28.43,78.79,6.14,78.08,Grapes
90.28,61.03,45.13,29.41,65.04,6.85,92.38,Bhindi(Ladies Finger)
69.62,39.39,43.02,22.53,82.54,6.64,284.51,Rice
16.48,55.92,23.51,27.6,80.73,7.26,70.03,Green Gram (Moong)(Whole)
92.4,49.34,42.95,26.16,65.06,7.44,83.91,Bhindi(Ladies Finger)
62.63,40.75,44.92,25.14,83.73,6.05,224.52,Rice
25.11,73.91,33.01,24.07,23.19,5.53,119.67,Arhar (Tur/Red Gram)(Whole)
21.35,57.9,19.42,34.28,61.11,6.68,70.64,Green Gram (Moong)(Whole)
45.32,78.89,72.59,21.99,64.6,7.4,90.96,Black Gram (Urd Beans)(Whole)
20.93,74.11,37.97,17.39,46.84,6.02,94.16,Arhar (Tur/Red Gram)(Whole)
89.1,62.3,45.5,23.86,79.08,6.82,106.83,Banana
13.57,58.74,15.89,30.96,62.83,6.8,53.31,Green Gram (Moong)(Whole)
95.52,53.3,27.47,23.33,65.72,5.98,81.96,Apple
30.03,43.76,33.1,34.96,57.49,6.43,85.28,Mango
97.52,31.28,37.15,20.27,68.14,6.18,62.81,Apple
36.79,57.4,28.32,33.89,45.64,4.56,99.98,Mango
65.1,45.04,41.78,24.23,85.23,6.5,286.8,Rice
12.61,54.83,23.92,30.2,80.97,7.08,53.65,Green Gram (Moong)(Whole)
23.1,29.23,20.62,25.84,47.0,5.6,98.17,Mango
27.04,50.14,15.41,26.6,80.14,6.89,55.45,Green Gram (Moong)(Whole)
43.31,72.38,38.07,23.46,55.98,5.6,103.37,Arhar (Tur/Red Gram)(Whole)
20.5,54.15,31.55,26.18,59.68,5.02,82.67,Mango
27.28,50.5,33.43,28.09,52.71,4.9,83.23,Mango
46.15,72.81,63.77,24.5,54.0,6.86,84.18,Black Gram (Urd Beans)(Whole)
3.55,24.21,34.01,18.83,94.46,5.86,116.04,Pomegranate
28.62,120.98,202.83,28.77,84.65,6.28,65.04,Grapes
90.89,38.03,26.51,20.15,54.48,6.36,92.67,Apple
11.16,135.28,194.38,28.43,83.03,6.13,76.65,Grapes
78.01,35.8,40.81,21.63,83.05,7.0,248.58,Rice
13.97,35.64,30.8,32.89,52.22,5.58,86.43,Mango
6.29,29.78,37.3,21.42,94.41,6.38,100.26,Pomegranate
7.07,20.25,36.65,19.77,88.28,5.94,101.86,Pomegranate
77.21,53.98,40.48,20.95,81.83,6.09,299.84,Rice
89.17,42.96,29.12,23.14,52.99,6.86,65.77,Apple
85.98,57.48,39.74,24.62,69.8,6.94,97.96,Bhindi(Ladies Finger)
24.74,130.55,198.78,30.67,80.11,6.03,60.7,Grapes
35.7,72.18,53.44,27.35,40.04,6.79,130.27,Black Gram (Urd Beans)(Whole)
13.47,55.01,23.61,32.58,60.75,7.01,52.3,Green Gram (Moong)(Whole)
73.09,52.24,40.16,24.52,70.31,6.92,105.93,Bhindi(Ladies Finger)
15.06,132.03,192.39,29.07,84.8,6.19,61.75,Grapes
8.17,25.76,38.53,21.56,93.0,5.75,109.71,Pomegranate
66.48,49.77,40.14,24.44,80.55,7.49,225.05,Rice
85.95,47.41,35.11,26.39,73.12,6.55,87.56,Bhindi(Ladies Finger)
96.92,48.05,25.73,20.05,58.02,6.23,76.77,Apple
11.36,27.54,37.55,20.34,94.4,5.95,103.29,Pomegranate
4.58,24.4,30.43,32.14,51.76,6.15,80.52,Mango
31.8,78.99,49.21,15.57,63.41,7.07,60.98,Black Gram (Urd Beans)(Whole)
20.29,35.11,23.5,25.58,50.98,6.02,87.94,Mango
93.51,61.71,42.96,28.48,81.48,6.04,137.42,Banana
57.06,69.16,71.21,19.53,19.19,6.98,95.08,Black Gram (Urd Beans)(Whole)
36.37,77.85,70.17,19.14,64.59,7.19,149.89,Black Gram (Urd Beans)(Whole)
71.24,44.08,40.16,24.92,89.02,6.91,268.49,Rice
2.46,22.87,34.72,20.8,88.55,6.16,118.59,Pomegranate
20.71,74.11,25.51,22.23,35.57,7.13,79.62,Black Gram (Urd Beans)(Whole)
5.17,51.87,31.43,29.76,58.36,5.4,87.17,Mango
55.75,65.94,70.8,22.89,25.53,6.87,73.18,Black Gram (Urd Beans)(Whole)
27.33,65.75,35.07,21.46,15.19,6.2,132.68,Arhar (Tur/Red Gram)(Whole)
86.55,61.34,38.16,23.98,72.0,6.92,83.51,Bhindi(Ladies Finger)
34.07,53.5,16.28,31.91,74.64,7.04,78.67,Green Gram (Moong)(Whole)
30.17,66.61,63.32,15.66,64.19,7.36,96.2,Black Gram (Urd Beans)(Whole)
18.9,132.99,180.86,31.37,83.11,6.47,61.52,Grapes
36.06,60.3,67.74,18.02,34.18,6.86,68.34,Black Gram (Urd Beans)(Whole)
31.56,52.62,31.46,29.12,55.72,4.6,98.78,Mango
10.71,74.9,18.64,16.06,59.41,5.82,121.88,Arhar (Tur/Red Gram)(Whole)
12.53,20.28,29.44,29.17,59.1,5.4,84.26,Mango
8.94,21.58,34.02,21.19,89.63,6.39,117.49,Pomegranate
52.51,79.76,63.72,18.83,16.56,7.11,138.79,Black Gram (Urd Beans)(Whole)
42.08,66.74,32.09,21.04,38.98,5.94,85.32,Arhar (Tur/Red Gram)(Whole)
11.74,34.89,30.86,30.37,51.1,6.25,80.94,Mango
